"" "(Intercept)" "time" "X1" "X2" "" "" "" "" "W" "B_t" "beta_shared" "W" "B_t" "beta_shared" "" "" "" ""
1 0.427610617806203 -1.03757271796958 0.959698371282268 1.13400417862695 0.5998424924363 0.1765853558661 0.1765853558661 0.480013726771677 0.484211566643192 -0.298906397573563 0.448360388552186 0.471378950327127 0.402247002129401 0.204998937634901 0.610549654827498 16 0.3025 1
2 0.469031497259872 -0.81309461067655 0.923479985891102 1.07119973736272 0.424877851028925 0.176325145041257 0.176325145041257 0.593865104691995 -0.147162814596392 -0.267115958910094 0.482375081963004 -0.0438521279689028 0.253254672069818 0.196669093958329 0.298873669248888 12 0.2975 2
3 0.64106663499269 -0.988301905025954 1.03685722015442 0.928679807708748 0.499268659558457 0.272448301331309 0.272448301331309 0.765399780600421 0.326979017139963 -0.244602783138317 0.415378248123085 0.402942018839893 0.384828050287275 0.459304209249262 0.410040395233574 29 0.3 3
4 0.71571290625492 -1.16247181195951 0.932838947015835 0.827233254829845 0.403407404993918 0.13052545399943 0.13052545399943 0.449153161548668 0.804923203330684 -0.366433057904839 0.476360672996262 -0.139293649430261 0.333893536333043 0.3914601830158 0.365159615730386 16 0.2975 4
5 0.333676500006259 -0.921386514999936 0.981834452268279 1.09618887383579 0.489520926361032 0.110298726394049 0.110298726394049 0.642844745130038 0.45480986464247 -0.241889120093946 0.511848163214793 0.576046166972054 0.303288200645415 0.272036528152155 0.589182378920398 13 0.305 5
6 0.564894003359503 -0.909308224524076 1.02855075450636 0.936809917865413 0.576939367528631 0.16323813077467 0.16323813077467 0.288108422713358 0.312367713622311 -0.283770913883253 0.477385691293022 -0.228535500684231 0.283682821469881 0.313607090855569 0.568776123526324 7 0.2975 6
7 0.413802737986346 -0.967306322841145 1.11552521808492 1.0099216024703 0.526475447138234 0.192721843417086 0.192721843417086 0.345810963376827 0.14037936674655 -0.415748427215911 0.481611272066836 0.744817447392031 0.249862136485947 0.273121961567081 0.562147224917335 11 0.2925 7
8 0.486092034483455 -1.00227559912247 1.11106983195969 0.937504377630305 0.429830668166029 0.256073553624051 0.256073553624051 0.461990917092238 0.44737513704086 -0.16873717476277 0.541869834984585 0.120639612257677 0.221140295924826 0.396913051110092 0.392344214574608 13 0.305 8
9 0.62837436912394 -0.867708951384321 1.07313643741092 0.832709411985685 0.501860548605749 0.109861286443435 0.109861286443435 0.438451381746266 -0.178850930504778 -0.307450585050255 0.354027566588346 0.998243256303381 0.343763495539667 0.383006777601211 0.242080601567676 11 0.3025 9
10 0.456923825150447 -0.927504858602122 1.08625174577841 1.03573885987843 0.578055773799008 0.250130810817438 0.250130810817438 0.583773846739861 0.222113922997241 -0.442547325704831 0.306954829252708 0.298738831524131 0.218681443809787 0.357660497888559 0.424508348022937 20 0.3025 10
11 0.4272625261644 -0.829803157249237 0.909034267796128 1.04403947425278 0.580285006192925 0.141149682395646 0.141149682395646 0.440765355853715 0.540147564805489 -0.237403734213322 0.420622082432649 0.229956489066176 0.38100173929783 0.238781667960408 0.600352402620735 9 0.3025 11
12 0.452825764588364 -1.11758510563987 0.962925490195759 1.12360889805777 0.399206362988167 0.2387421855739 0.2387421855739 0.419923512587439 0.205929314560689 -0.259884085307781 0.461084133719293 0.604299533892745 0.410974638618344 0.498089162548276 0.341446336401915 16 0.3 12
13 0.594892103227589 -0.97177041178792 1.03103958987451 0.979210951058809 0.517182898218169 0.194892274088896 0.194892274088896 0.486465129341483 -0.070628274209033 -0.232985642306834 0.487662905465307 0.125846354624619 0.314355534272412 0.279840992041021 0.586106275675213 10 0.295 13
14 0.40566404537197 -1.02287347420732 1.03640059266481 1.07524752784381 0.561024449891132 0.264489708065565 0.264489708065565 0.737569473989124 -0.068094885469782 -0.306847508376651 0.48897004291568 0.148829812410502 0.309960596146371 0.243026832452801 0.356936501575772 28 0.2925 14
15 0.556330569767775 -0.987040758258665 0.933205478620504 1.01981543977138 0.515115712041887 0.222056264138961 0.222056264138961 0.324814187439668 0.476077317931421 -0.216127144876484 0.367679083902226 0.0636739351191823 0.401858919929593 0.298071582126213 0.385261942410761 11 0.2925 15
16 0.406457608296709 -0.93098662225216 0.951930537125776 1.09328925426151 0.474093820752768 0.236559433446039 0.236559433446039 0.496311379022482 0.254894171429711 -0.101332695068604 0.506576588793459 0.642057321885284 0.318174576025895 0.193916070095753 0.448052112238609 7 0.295 16
17 0.264215275374694 -1.01331291642244 1.13589683887717 1.09179607214208 0.527418487798723 0.220554900407873 0.220554900407873 0.452012307672013 0.640216800864958 -0.29942119990766 0.266608577861526 0.779660225734414 0.265090385629636 0.296935202586044 0.800831232455661 13 0.295 17
18 0.33273590711879 -1.11229147663844 1.03880622113343 1.15266794154228 0.472120741213105 0.323556657055458 0.323556657055458 0.712040034028374 0.463830903167574 -0.258079325444713 0.351771017128905 0.741905304012258 0.161929410328075 0.316785620459167 0.549372211620186 20 0.3075 18
19 0.591079296115256 -1.11583670848031 1.09917798560044 0.873344169776117 0.463113445045897 0.230380322344833 0.230380322344833 0.524575007263477 0.486112807811114 -0.289782016618466 0.336739251430934 -0.00848741877939229 0.241938742541822 0.222671546725948 0.452078700069727 9 0.2975 19
20 0.465648943894944 -1.08172129200986 0.959684975069957 1.03768403350746 0.409314030585227 0.230526481717529 0.230526481717529 0.54997444031716 0.0794572787330612 -0.314927015617407 0.367815768744634 0.277614782815669 0.347697362008736 0.360405573134667 0.812596922995376 18 0.295 20
21 0.732255413834409 -0.985533977767176 1.01334138383338 0.884469490378675 0.503089369732836 0.279086883285362 0.279086883285362 0.481356188511108 0.346401216172903 -0.188972969430928 0.370975091413719 0.517735056204233 0.180599667664377 0.451590713558666 0.435838435408843 17 0.2975 21
22 0.613000432004204 -0.939394575787049 0.859443113345735 0.999324566437896 0.444481435764701 0.136039473650223 0.136039473650223 0.408281262721362 0.167508791649344 -0.221360375065095 0.483332472688229 0.5752850757454 0.219713174090752 0.243927558418613 0.503981244455644 9 0.295 22
23 0.594964530165427 -0.949683830202526 0.905529234775975 0.995292469429719 0.570949988334057 0.284860741554362 0.284860741554362 0.556704646821258 0.064327280517589 -0.323278531288686 0.51799794749738 0.203918165784717 0.291679339813049 0.299441122096402 0.253990309681567 7 0.3025 23
24 0.414210660971657 -1.02307963749472 0.960514029427506 1.12362073019331 0.471548393485593 0.206243953749652 0.206243953749652 0.368312741502309 0.204259209549227 -0.290364534738183 0.493832980842924 0.723796313085624 0.307222967085019 0.463626591183617 0.525328964535697 10 0.3 24
25 0.567130813225642 -0.964483769537661 0.918139178286405 0.980648766487696 0.459216232832045 0.0642263731262181 0.0642263731262181 0.766143220165869 0.201920399131983 -0.446360371279299 0.377515756723936 0.385629031775698 0.195101044384432 0.364464895544962 0.620753912579804 29 0.29 25
26 0.564733261847171 -1.09738107161891 1.00387747917282 0.912422822336711 0.418070560905138 0.192902972247812 0.192902972247812 0.622892686888082 0.235245920118352 -0.306333887468318 0.245149857357887 0.395251433794762 0.332002801449166 0.136496921227319 0.657084378575575 12 0.295 26
27 0.416573444244195 -1.08914184449309 0.969191101191726 1.14374616253851 0.530587805045007 0.334088742742627 0.334088742742627 0.816962437517848 0.353412136592296 -0.13361586625729 0.322608197127219 0.251475083188046 0.334993036893576 0.155501957536522 0.471267322896875 26 0.3025 27
28 0.392888374959772 -1.12502188551593 1.14586560958078 0.955024500624412 0.530401813107689 0.18525397593538 0.18525397593538 0.54493124238503 0.324026011703766 -0.237319256224146 0.32774031752795 0.136515582685405 0.254540563252028 0.204305548289345 0.304764323601834 22 0.3025 28
29 0.445100903603047 -1.06565721946108 1.04723755241006 1.03015594987551 0.52134177932163 0.231181564186878 0.231181564186878 0.469870929034579 0.105849150246464 -0.392768422111373 0.540367219354635 -0.529240916334904 0.310619114071042 0.407437544138229 0.281794374718683 16 0.3025 29
30 0.559943310471068 -1.01643700261854 0.982359133401948 0.959571752946655 0.60801390867108 0.187958788366829 0.187958788366829 0.467967941427995 0.284832068552899 -0.434626380897845 0.564233137765719 1.09678419368817 0.292455740051034 0.351887974435037 0.571723705162237 30 0.3025 30
31 0.533094858045247 -0.91943347319816 1.14232504322456 0.930573746660105 0.321649798484443 0.275312068540818 0.275312068540818 0.544926615346739 0.632915555904236 -0.229069993582375 0.299895514297965 1.04010975388441 0.378651947406809 0.191125881283844 0.634110009536108 6 0.2975 31
32 0.43484035493693 -1.06394443143419 0.901178105733567 1.12162176019928 0.483426149673333 0.168258968734776 0.168258968734776 0.601445582375968 0.0440730414258268 -0.433901178426359 0.404773103170859 0.857819304976755 0.301877359792611 0.308381339560024 0.455073795156328 9 0.3 32
33 0.5452165170796 -0.959663019467196 0.838911007293332 0.921056793141459 0.454834965297109 0.141635047489298 0.141635047489298 0.427750507066251 0.142499908648077 -0.361460089225028 0.436587188844146 0.254664653630076 0.429230886492173 0.270679068899958 0.324397894328654 4 0.295 33
34 0.675050093772109 -1.15989786954599 0.816680548764388 0.989197018451556 0.455070600177865 0.207790304770108 0.207790304770108 0.459894144883859 3.34961754466462e-05 -0.267827597466091 0.368250807422991 0.403632889202365 0.246123761218076 0.239885920563776 0.40155139445764 14 0.3025 34
35 0.564331770590042 -1.0631059224297 0.818736377791746 1.05698872981699 0.487297791995431 0.228640470628049 0.228640470628049 0.644427714849335 0.403110115223214 -0.317663355438814 0.419396663805849 0.324051953476789 0.396504870416684 0.250630577145405 0.395833398262572 7 0.2975 35
36 0.653155356480779 -1.18047033563727 0.901849147581649 0.928434089199368 0.576189723315481 0.273437364433057 0.273437364433057 0.567668353536078 0.212045937388784 -0.292835618103277 0.337443156992195 0.410901759305254 0.119109065830302 0.07260782913101 0.650644355870251 11 0.3075 36
37 0.441869737352718 -0.890006484127207 0.903521981957392 1.07676137938024 0.488942107086 0.213951733750669 0.213951733750669 0.450843011354284 0.494867336944357 -0.206528299892016 0.287953401950093 0.532446867632859 0.407550827693045 0.267752940317892 0.585381652716014 22 0.295 37
38 0.55938777887646 -1.13634553590083 0.994700312561872 0.918979110781072 0.455995952861372 0.11105842602838 0.11105842602838 0.461846893457124 -0.294391893785709 -0.230904790867861 0.424427449675325 0.565640493857128 0.304684210029601 0.163656137603568 0.381084154002903 15 0.2975 38
39 0.634444265453725 -1.08045031248858 0.876478864959864 0.945379532090527 0.41913887943567 0.144146796038668 0.144146796038668 0.73800808672057 0.611315960438068 -0.196263723086088 0.42856447208232 0.219053286414307 0.288893160024584 0.313684541315062 0.415991236034275 8 0.3075 39
40 0.746005276363156 -1.14673854223389 1.07522263346039 0.83111687242771 0.414526816023886 0.228529133704777 0.228529133704777 0.516310398320224 0.53973126404146 -0.149356417649486 0.417911018351179 0.0195633981671744 0.316318572763945 0.328548481137159 0.740109073881259 11 0.305 40
41 0.454897028436077 -1.02634791212759 0.930242336892009 1.05951638208108 0.478336465380847 0.178124362991983 0.178124362991983 0.577668414106577 0.215406958753543 -0.206838444506807 0.271762720488746 0.72704542137245 0.361329211369856 0.25830275250694 0.49514952363519 22 0.3 41
42 0.317229289742174 -0.990567906738826 1.11257651600494 1.11267379297607 0.444417469486293 0.146119358863912 0.146119358863912 0.495703318533065 0.0447727062603276 -0.301166962258238 0.192655889459479 0.344284690711419 0.312899172820883 0.410753802461656 0.655453280776671 11 0.3025 42
43 0.494070312059499 -1.08575639428798 0.821878880110702 1.00768003800532 0.444325614004853 0.237338966983322 0.237338966983323 0.420205873478371 0.282930721606412 -0.209586136767792 0.429121729826553 0.438938269837734 0.223009230413485 0.359737293950304 0.737720167562767 8 0.2975 43
44 0.407951010025457 -1.05771389939414 1.05525413610235 1.03062950056651 0.500273395325451 0.250549833802575 0.250549833802575 0.444747655143855 0.331072670268736 -0.369073792696333 0.530866389805754 0.112233362132111 0.100178753039824 0.281544537884258 0.516745596507451 12 0.305 44
45 0.607576066186282 -0.981121749963008 0.880505378649785 0.906152986232652 0.51894125386441 0.279399814636616 0.279399814636616 0.452802612286188 0.454082437883671 -0.200343631182444 0.268526652418059 0.220016386140339 0.294001953956328 0.398689103279843 0.5407855598912 13 0.3 45
46 0.570688114797657 -1.05347969606736 0.779259806921982 1.08597042738538 0.48397322746975 0.151318256675007 0.151318256675007 0.612009854861661 0.258739562359836 -0.255062872558181 0.598549704638818 0.647442739574206 0.291006458059849 0.264541564765471 0.436518574256509 20 0.305 46
47 0.60776619195094 -1.02486059373326 1.23447525592029 0.816459181910308 0.553975569616321 0.124768564100548 0.124768564100548 0.748457797899213 0.472210466150473 -0.156555550092771 0.391264582020357 0.46224568243494 0.401339615130148 0.292442875673458 0.303095400770354 27 0.295 47
48 0.37694500464294 -0.933966924181061 1.24089773770981 1.02057942030148 0.460308731392072 0.153189396938321 0.153189396938321 0.382888396607955 0.10357075489018 -0.217033223163691 0.375773206870732 0.45698727478576 0.255018709012686 0.265817719795709 0.671368398346403 5 0.3 48
49 0.510154831343858 -1.02791101629512 1.06443754997426 0.966574119922626 0.550899347412213 0.247965532442481 0.247965532442481 0.664085565492985 0.267023127857487 -0.334125356794839 0.453276117502884 -0.0816094101691816 0.104387165656315 0.390994164560708 0.562138073844813 34 0.29 49
50 0.524572444498151 -0.938276056670345 1.03072721764153 0.88602591607405 0.534013606183969 0.264864387770349 0.264864387770349 0.362473128414183 0.124744671947879 -0.210070302351958 0.786044004607923 0.131934322627479 0.455571422202397 0.412447929617277 0.25605108847131 9 0.295 50
51 0.581225770117709 -1.06232956537405 0.943616648868656 0.930279873672538 0.445277911597169 0.144309201026397 0.144309201026397 0.679586213384008 0.629476725615985 -0.170122380560371 0.394252537539887 0.781212309799458 0.452355379210686 0.266886702547305 0.688972008034157 12 0.3 51
52 0.467125281773628 -1.08290780742449 0.809140114588331 1.1319356572902 0.579293682883769 0.234097612606488 0.234097612606488 0.636936161540811 0.21981349717535 -0.291420264985948 0.501700196787278 1.25972218879709 0.251991530014093 0.485955387829948 0.491553297867178 7 0.3 52
53 0.659573342383206 -0.980640904385428 0.900587631705733 0.93499434649699 0.48606472408574 0.152311206674493 0.152311206674493 0.53020419709681 0.781526205408305 -0.343087482568096 0.635740141734853 0.768189629875116 0.143992518899024 0.387868525922336 0.50411305288055 18 0.3 53
54 0.318834294916482 -1.01354117713993 1.0119488513575 1.17200702757854 0.590693173996346 0.226238936743776 0.226238936743776 0.59870812008471 0.0859725259750559 -0.241087450010162 0.524626360193694 0.128111461441726 0.305793334447721 0.101967146653679 0.689006534182461 13 0.2975 54
55 0.532811603645242 -1.13053260480465 0.821749023144601 1.11318884998958 0.422225200716316 0.248854899088967 0.248854899088966 0.624541208398769 -0.198207878142164 -0.439376615974062 0.372511203680394 -0.157982347238342 0.195735967280889 0.253927500915538 0.450809438726671 15 0.2975 55
56 0.520065525518574 -1.11395383855857 1.05307269165555 1.00581043772503 0.463574476195973 0.227717202628631 0.227717202628631 0.481037065296657 0.637093202720311 -0.263199468285504 0.405311796282925 0.622294409663038 0.234715400375088 0.486015069895374 0.564305939815189 14 0.2925 56
57 0.482079649737233 -1.02404250902198 1.09695442953752 0.889976066787384 0.525494190509773 0.195747029200884 0.195747029200884 0.449181512327509 0.978982213888548 -0.304562603700364 0.336658831682248 0.916402895382349 0.143869487887629 0.305618724420468 0.754681560163494 24 0.3 57
58 0.511364113120224 -0.888263106570002 0.994870916216958 0.912872220056216 0.439713591302735 0.136539232101681 0.136539232101681 0.533446370963645 0.721156990680543 -0.469778454624141 0.572056376883431 0.487100274693263 0.248898021100097 0.424238557992614 0.544537589385743 19 0.3025 58
59 0.396816901030701 -0.956852197056289 1.16683234862361 0.9641716100675 0.473136352076661 0.146006347362782 0.146006347362782 0.546697952662841 0.378892539883741 -0.263498226543925 0.347986161447688 -0.0608575713352677 0.222885761370734 0.213425457956009 0.394242490996293 13 0.305 59
60 0.642126988201909 -1.01600564275105 1.00724181244601 0.800766007056757 0.54175232599845 0.291346037675902 0.291346037675902 0.614563023318325 0.785685393635501 -0.192095215399188 0.419895548054075 0.432684998777038 0.283181611960281 0.322680262475241 0.425724725044164 29 0.3 60
61 0.546908661683698 -1.13949691667587 0.844991029531575 0.953588532881698 0.522651606194039 0.150980974149327 0.150980974149327 0.505436204495914 -0.352677214545493 -0.333173298750768 0.556066322382391 0.457779733641407 0.269388620344643 0.386364605229264 0.513014866858624 5 0.2975 61
62 0.850954094311497 -0.956559389771131 0.996494065520552 0.783467646990638 0.350492157262803 0.118254353475344 0.118254353475344 0.558639658808223 -0.206469127320685 -0.268949560566831 0.383674807077096 0.303421807885535 0.220905908374207 0.488209338744464 0.511006972400067 7 0.3 62
63 0.728091673263379 -1.10804414956131 1.00456620543822 0.727941293406984 0.612455855620885 0.296170441150091 0.296170441150091 0.462574226634792 -0.12295337739293 -0.357843148177056 0.483455580033359 0.633190707702609 0.358241202928235 0.453265724410871 0.483029844214856 29 0.3 63
64 0.6405743458015 -0.995163165434909 0.716913635036104 0.896000083105854 0.497173639361403 0.0929290527356866 0.0929290527356866 0.580493362321723 -0.0282868184567702 -0.299885220538294 0.405411083507546 0.0511064026003395 0.300530535673218 0.256246315007716 0.393073798125286 24 0.295 64
65 0.481806174976003 -0.976323627599699 0.876090034220606 1.04874527793335 0.409941609707347 0.26241902775244 0.26241902775244 0.473715326294309 0.532072102360012 -0.26461624410014 0.612170168490192 0.518128511258973 0.548293199928616 0.29882314020978 0.359678899418404 14 0.305 65
